Specific_Cell_Ontology_ID	Cell_Marker
CL:0000502	ZNF331
CL:0000192	ZNF331
CL:0000084	ZNF331
CL:0000097	ZNF331
CL:0000814	ZNF331
CL:0000057	ZNF331
CL:0000084	SIRPG
CL:0011025	SIRPG
CL:0000738	SIRPG
CL:0002038	SIRPG
CL:0000084	SIRPG
CL:0000815	SIRPG
CL:0000814	SIRPG
CL:0000815	SIRPG
CL:0011025	SIRPG
CL:0000084	SIRPG
CL:0011025	SIRPG
CL:0000815	SIRPG
CL:0001064	STRADB
CL:0000236	STRADB
CL:0000038	STRADB
CL:0000814	DHRS4-AS1
CL:0000034	CAMK2N1
CL:0000160	CAMK2N1
CL:0000128	CAMK2N1
CL:0000540	CAMK2N1
CL:0000814	CSGALNACT2
CL:0000576	CSGALNACT2
CL:0000814	PRCC
CL:0000236	PRCC
CL:0000510	DNAJA4
CL:0001064	DNAJA4
CL:0000115	PRCP
CL:1000398	PRCP
CL:0000127	PRCP
CL:0000115	PRCP
CL:0007011	PRCP
CL:0000115	PRCP
CL:0000223	PRCP
CL:0000814	PARL
CL:0000057	PRELP
CL:0000192	PRELP
CL:0000138	PRELP
CL:0000066	PRELP
CL:0000499	PRELP
CL:0007011	PREP
CL:0000814	PREP
CL:0000451	PREP
CL:0011025	ETNK1
CL:0011025	ETNK1
CL:0000814	ETNK1
CL:0000066	CHST12
CL:0000814	CHST12
CL:0000542	CHST12
CL:0000115	CHST12
CL:0000623	CHST12
CL:0011025	CHST12
CL:0011020	HES6
CL:0000165	HES6
CL:0000540	HES6
CL:0002171	HES6
CL:0002204	HES6
CL:0000623	NM_014274
CL:0000623	NM_014274
CL:0000057	TNFRSF19
CL:0002250	TNFRSF19
CL:0002183	TNFRSF19
CL:0000115	TNFRSF19
CL:0000127	TNFRSF19
CL:0000066	TNFRSF19
CL:0000067	TNFRSF19
CL:0000815	NOP10
CL:0002322	NOP10
CL:0000775	NOP10
CL:0000235	NOP10
CL:0000576	NOP10
CL:0000236	NOP10
CL:0000814	NOP10
CL:0000057	NOP10
CL:0000051	SLC35E3
CL:0000814	SLC35E3
CL:0000115	SLC35E3
CL:0000451	BATF3
CL:0000451	BATF3
CL:0000576	BATF3
CL:0000084	BATF3
CL:0000623	PRF1
CL:0000910	PRF1
CL:0000906	PRF1
CL:0000623	PRF1
CL:0000623	PRF1
CL:0000623	PRF1
CL:0000910	PRF1
CL:0000814	PRF1
CL:0000623	PRF1
CL:0000623	PRF1
CL:0000910	PRF1
CL:0000910	PRF1
CL:0000910	PRF1
CL:0000623	PRF1
CL:0000623	PRF1
CL:0000910	PRF1
CL:0000798	PRF1
CL:0000623	PRF1
CL:0000084	PRF1
CL:0000084	PRF1
CL:0000542	PRF1
CL:0000910	PRF1
CL:0000623	PRF1
CL:0000084	PRF1
CL:0000623	PRF1
CL:0000623	PRF1
CL:0000623	PRF1
CL:0000623	PRF1
CL:0011025	PRF1
CL:0000623	PRF1
CL:0000910	PRF1
CL:0000910	PRF1
CL:0000815	PRF1
CL:0000814	PRF1
CL:0000763	PRF1
CL:0000084	PRF1
CL:0000623	PRF1
CL:0000814	PRF1
CL:0000910	PRF1
CL:0000910	PRF1
CL:0000771	SMPD3
CL:0000784	SMPD3
CL:0000771	SMPD3
CL:0000067	SMPD3
CL:0000815	SMPD3
CL:0000784	SMPD3
CL:0000097	ASIC4
CL:0000097	ASIC4
CL:0000236	SRGN
CL:0011025	SRGN
CL:0000576	SRGN
CL:0000233	SRGN
CL:0000057	SRGN
CL:0000556	SRGN
CL:0000235	SRGN
CL:0000138	SRGN
CL:0000115	SRGN
CL:0000510	SRGN
CL:0000775	SRGN
CL:0000077	SRGN
CL:0000115	SRGN
CL:0000097	SRGN
CL:0000084	SRGN
CL:0000501	SRGN
CL:0000576	SRGN
CL:0000786	SRGN
CL:0000763	SRGN
CL:0011025	SRGN
CL:0000814	SRGN
CL:0000451	SRGN
CL:0000129	SRGN
CL:0000178	ELAC1
CL:0000236	DHTKD1
CL:0000236	DHTKD1
CL:0000784	DHTKD1
CL:0007011	TMEM55A
CL:0000815	PRG2
CL:0000771	PRG2
CL:0000235	PRG2
CL:0000097	PRG2
CL:0000771	PRG2
CL:0000097	PRG2
CL:0000127	SLC30A10
CL:0000584	SLC30A10
CL:0000236	CDCA7L
CL:0000236	CDCA7L
CL:0000784	CDCA7L
CL:0001058	IL17RB
CL:0000057	IL17RB
CL:0000912	IL17RB
CL:0002204	IL17RB
CL:0001069	IL17RB
CL:0001069	IL17RB
CL:0000066	IL17RB
CL:0000814	RBM38
CL:0000038	RBM38
CL:0000051	RBM38
CL:0000067	RBM38
CL:0000038	RBM38
CL:0002453	SOX6
CL:0000138	SOX6
CL:0002453	SOX6
CL:0002453	SOX6
CL:0000138	SOX6
CL:0000622	SOX6
CL:0000814	ENOSF1
CL:0000814	HAUS7
CL:0000066	DNAH3
CL:0002217	GALNT10
CL:0000814	GALNT10
CL:0000360	PRIM1
CL:0000814	PRIM1
CL:0000814	CNOT11
CL:0000814	FOXRED1
CL:0000235	CDV3
CL:0000115	STAB2
CL:0000115	STAB2
CL:0000115	STAB2
CL:1000398	STAB2
CL:0000115	STAB2
CL:1000398	STAB2
CL:0000815	NAGK
CL:0000235	NAGK
CL:0000235	NAGK
CL:0000763	NAGK
CL:0000576	NAGK
CL:0000814	SUPT20H
CL:0000814	PRIM2
CL:0000108	CHRNA9
CL:0000108	CHRNA9
CL:0002306	MIOX
CL:0000066	MED29
CL:0000066	MED29
CL:0000097	BMP2K
CL:0000235	BMP2K
CL:0000236	BMP2K
CL:0007011	VEZT
CL:0000815	VEZT
CL:0000067	GOLGA2P5
CL:0000066	GOLGA2P5
CL:0001065	OTUD5
CL:0001065	OTUD5
CL:0000815	OTUD5
CL:0000815	OTUD5
CL:0000814	OTUD5
CL:0000210	RNPC3
CL:0000066	RNPC3
CL:0000584	RNPC3
CL:0000540	RNPC3
CL:0000510	ITLN1
CL:0000584	ITLN1
CL:0000077	ITLN1
CL:0000066	ITLN1
CL:0000077	ITLN1
CL:0000077	ITLN1
CL:0000160	ITLN1
CL:0000814	CDKN2AIP
CL:0000775	FAM46A
CL:0000171	FAM46A
CL:0000236	CARMIL1
CL:0000223	CARMIL1
CL:0000216	CARMIL1
CL:0000023	CARMIL1
CL:0000127	KIF21A
CL:0000540	KIF21A
CL:0000216	KIF21A
CL:0000127	KIF21A
CL:0000128	KIF21A
CL:0000814	PPP1R9A
CL:0000540	PPP1R9A
CL:0000216	PPP1R9A
CL:0000815	ZNF280C
CL:0005006	VPS50
CL:0000814	OTUB1
CL:0000586	OTUB1
CL:0000066	FERMT1
CL:0000128	FERMT1
CL:0000584	FERMT1
CL:0000128	FERMT1
CL:0000127	PRR5
CL:0000814	PRR5
CL:0000162	ASAP3
CL:0000236	TASP1
CL:0000784	TASP1
CL:0000814	DOCK10
CL:0000814	PRKAA1
CL:0000066	PRKAA1
CL:0000067	TRMT1
CL:0000814	THUMPD1
CL:0000814	POMGNT1
CL:0001064	POMGNT1
CL:0000814	SMPD4
CL:0000018	PRKAA2
CL:0001064	SLC39A4
CL:0000814	LRRC40
CL:0000084	DEPDC1
CL:0000236	CHD7
CL:0000034	CHD7
CL:0000034	CHD7
CL:0000034	CHD7
CL:0011012	CHD7
CL:0000067	GOLSYN
CL:0000057	GOLSYN
CL:0002217	GOLSYN
CL:0000815	C14ORF58
CL:0000763	C14ORF58
CL:0000235	C14ORF58
CL:0000814	OSGEP
CL:0000067	OSGEP
CL:0000542	LYAR
CL:0000623	LYAR
CL:0000814	LYAR
CL:0000814	PIGV
CL:0000169	PIGV
CL:0001064	NHP2
CL:0002322	NHP2
CL:0000815	NHP2
CL:0000814	NHP2
CL:0000128	SLC48A1
CL:0000051	BCAS4
CL:0000236	BCAS4
CL:0000814	BCAS4
CL:0000236	BCAS4
CL:0000178	INTS8
CL:0000066	ZNF692
CL:0000051	PRKACA
CL:0000814	PRPF40A
CL:0000586	PRPF40A
CL:0000814	DDX27
CL:0000814	CDC37L1
CL:0000814	DENND4C
CL:0000814	GPATCH2L
CL:0000236	MFN1
CL:0000115	MFN1
CL:0000814	PRKACB
CL:0000128	PRKACB
CL:0000066	PEX26
CL:0000542	KIAA2010
CL:0000623	KIAA2010
CL:0000623	KIAA2010
CL:0000814	KIAA2010
CL:0000499	LIMS2
CL:0000051	LIMS2
CL:0000128	LIMS2
CL:0000128	LIMS2
CL:0000216	LIMS2
CL:0000814	SCYL2
CL:0000051	MREG
CL:0000360	MREG
CL:0000814	MREG
CL:0000066	TRMU
CL:0000066	YEATS2
CL:0000814	PACS1
CL:0000129	FRMD4A
CL:0000814	LUC7L
CL:0000814	RBM22
CL:0002062	RADIL
CL:0000066	PKIB
CL:0005006	PKIB
CL:0000163	PKIB
CL:0002167	PKIB
CL:0000814	MAP7D1
CL:0000576	MAP7D1
CL:0000178	POLR3B
CL:0000814	POLR3B
CL:0000235	CCDC88A
CL:0000235	CCDC88A
CL:0000165	NDC1
CL:0002204	NDC1
CL:0000586	PRKAG1
CL:0000814	PRKAG1
CL:0000066	hnf4g
CL:0000767	FAR2
CL:0000066	TENM3
CL:0000814	DOK4
CL:0000216	LMBR1L
CL:0000814	LMBR1L
CL:0000051	LMBR1L
CL:0000814	POLR3E
CL:0000171	SLF2
CL:0000814	INTS13
CL:0000066	BTBD7
CL:0000814	N4BP2
CL:0000066	N4BP2
CL:0000784	N4BP2
CL:0000236	ATF7IP
CL:0000814	ATF7IP
CL:0011025	PRKAR1A
CL:0000815	PRKAR1A
CL:0000064	PRKAR1A
CL:0000746	PRKAR1A
CL:0000057	PRKAR1A
CL:0000814	PRKAR1A
CL:0000163	PRKAR1A
CL:0007011	PRKAR1A
CL:0000051	FAM222B
CL:0000115	C1ORF112
CL:0000066	HHAT
CL:0000814	DNAJC11
CL:0000586	VPS35
CL:0000158	VPS35
CL:0000216	VPS35
CL:0000066	NAXD
CL:0000097	ENAH
CL:0000236	EDEM2
CL:0000940	EDEM2
CL:0000066	EDEM2
CL:0000236	EDEM2
CL:0000216	EDEM2
CL:0007011	PARVA
CL:0000814	CHFR
CL:0000586	COA1
CL:0000814	COA1
CL:0000023	NUP133
CL:0000814	NUP133
CL:0000216	CNDP2
CL:0000235	CNDP2
CL:0000814	PRKAR1B
CL:0000814	AGK
CL:0000115	SEPTIN11
CL:0000499	SEPTIN11
CL:0000784	SEPTIN11
CL:0000814	TMEM30A
CL:0000576	CDK5RAP2
CL:0000814	INTS9
CL:0000814	PRKAR2A
CL:0000023	DHX32
CL:0000066	EXOC1
CL:0000814	EXOC1
CL:0000163	H2AFJ
CL:0000064	H2AFJ
CL:0000814	NGLY1
CL:0000236	NGLY1
CL:0000236	NGLY1
CL:0000784	NGLY1
CL:0000586	NGLY1
CL:0000178	ZNF83
CL:0000814	ZNF83
CL:0000066	ZNF83
CL:0000057	PRKAR2B
CL:0000501	PRKAR2B
CL:0000178	PRKAR2B
CL:0000233	PRKAR2B
CL:0000814	EXOC2
CL:0000814	TBC1D23
CL:0000814	MBD5
CL:0000066	CFAP44
CL:0000065	CFAP44
CL:0000067	CFAP44
CL:0000740	PRKCA
CL:0000751	PRKCA
CL:0000740	PRKCA
CL:0000148	PRKCA
CL:0000121	PRKCA
CL:0000210	PRKCA
CL:0001058	PRKCA
CL:0000103	PRKCA
CL:0007011	PRKCA
CL:0000066	ERMARD
CL:0000097	RIOK2
CL:0000814	CMTR2
CL:0000815	LMBRD1
CL:0007011	LMBRD1
CL:0000814	LMBRD1
CL:0007011	LMBRD1
CL:0011020	DEPDC1B
CL:0000236	PRKCB
CL:0000099	PRKCB
CL:0000236	PRKCB
CL:0000510	PRKCB
CL:0000576	PRKCB
CL:0000738	PRKCB
CL:0000814	DDX28
CL:0000034	PCID2
CL:0000814	PCID2
CL:0000360	MBNL3
CL:0000066	METTL2B
CL:0001056	CACNA2D3
CL:0000210	CACNA2D3
CL:0000216	CACNA2D3
CL:0000576	CACNA2D3
CL:0000864	AXL
CL:0000216	AXL
CL:0000235	AXL
CL:0000890	AXL
CL:0002009	AXL
CL:0000129	AXL
CL:0000451	AXL
CL:0000235	PRKCD
CL:0000233	PRKCD
CL:0000057	PRKCD
CL:0000099	PRKCD
CL:0000178	PRKCD
CL:0000814	IL26
CL:0000912	IL26
CL:0000899	IL26
CL:0000546	IL26
CL:0000066	DCP1A
CL:0000814	DCP1A
CL:0000235	ADAP2
CL:0000235	ADAP2
CL:0000129	ADAP2
CL:0000235	ADAP2
CL:0000763	ADAP2
CL:0000510	ADAP2
CL:0000216	HR
CL:0000584	ST6GALNAC1
CL:0000160	ST6GALNAC1
CL:0000216	ST6GALNAC1
CL:0000066	TRERF1
CL:0000171	PRKCE
CL:0000814	UTP6
CL:0000814	BDP1
CL:0000051	BDP1
CL:0000115	BDP1
CL:0000067	TSNAXIP1
CL:0000912	DOK5
CL:0000127	DOK5
CL:0000127	DOK5
CL:0000127	DOK5
CL:0000545	DOK5
CL:0000034	KDM3A
CL:0000034	KDM3A
CL:0002327	KDM3A
CL:0000066	KDM3A
CL:0000235	RNF130
CL:0000128	RNF130
CL:0000576	RNF130
CL:0000169	RNF130
CL:0000775	RNF130
CL:0000576	RNF130
CL:0000097	RNF130
CL:0007011	RNF130
CL:0000129	RNF130
CL:0000235	RNF130
CL:0000700	PRKCG
CL:0000099	PRKCG
CL:0000814	VPS11
CL:0000066	VPS11
CL:0000097	PAG1
CL:0000129	PAG1
CL:0000084	PAG1
CL:0000051	PAG1
CL:0000067	PECR
CL:0000814	PECR
CL:0000814	DCAF6
CL:0000784	SELENOS
CL:0000236	SELENOS
CL:0000814	SELENOS
CL:0000127	SELENOS
CL:0000784	SELENOS
CL:0000786	SELENOS
CL:0000814	PRKCH
CL:0000115	PRKCH
CL:0000115	PRKCH
CL:0000542	PRKCH
CL:0011025	PRKCH
CL:0011025	PRKCH
CL:0000814	GLT8D1
CL:0000586	EMC3
CL:0000814	EMC3
CL:0000814	CAND1
CL:0000115	CENPJ
CL:0000814	EAPP
CL:0000115	CENPN
CL:0011020	CENPN
CL:0000038	CENPN
CL:0000786	EAF2
CL:0000236	EAF2
CL:0000236	EAF2
CL:0000236	EAF2
CL:0000775	EAF2
CL:0000786	EAF2
CL:0000788	EAF2
CL:0000236	EAF2
CL:0000814	ARHGAP15
CL:0000084	ARHGAP15
CL:0007011	ARHGAP15
CL:0000813	ARHGAP15
CL:0000540	ARHGAP15
CL:0000738	ARHGAP15
CL:0000814	PPP2R2D
CL:0000814	BRK1
CL:0000540	BRK1
CL:0000576	BRK1
CL:0005010	CISD1
CL:0000814	CISD1
CL:0000066	CISD1
CL:0000586	CISD1
CL:0000584	CISD1
CL:0000746	CISD1
CL:0000097	PLGRKT
CL:0000814	PLGRKT
CL:0000576	PKN1
CL:0000814	PKN1
CL:0000814	USE1
CL:0000765	USE1
CL:0000236	PSENEN
CL:0000067	PSENEN
CL:0000814	PSENEN
CL:0000064	PSENEN
CL:0000079	PSENEN
CL:0000784	TEX2
CL:0001064	TEX2
CL:0000814	ZC3H15
CL:0000586	ZC3H15
CL:0000586	ACOT13
CL:0000236	KIZ
CL:0000158	TMEM165
CL:0000814	TMEM165
CL:0000502	BEX1
CL:0000127	BEX1
CL:0000540	BEX1
CL:0000097	BEX1
CL:0000127	BEX1
CL:0000165	BEX1
CL:0000057	BEX1
CL:0000163	BEX1
CL:0000540	BEX1
CL:0000622	BEX1
CL:0000129	BEX1
CL:0000216	BEX1
CL:0000814	ACTR10
CL:0000128	DBNDD2
CL:0000128	DBNDD2
CL:0000216	PRKD1
CL:0000814	ASH1L
CL:0000576	CBWD1
CL:0000047	PBK
CL:0000586	PBK
CL:0011020	PBK
CL:0000066	PBK
CL:0000051	GSDMB
CL:0000066	GSDMB
CL:0000084	PRKCQ
CL:0000084	PRKCQ
CL:0000187	PRKCQ
CL:0000814	PRKCQ
CL:0000542	PRKCQ
CL:0000084	PRKCQ
CL:0000099	LMO3
CL:0000023	LMO3
CL:0011020	LMO3
CL:0002275	LMO3
CL:0000814	PRKCSH
CL:0000160	GPRC5C
CL:0000155	GPRC5C
CL:0000352	GPRC5C
CL:0000814	MYNN
CL:0000594	BHLHC5
CL:0000814	UNC45A
CL:0000047	PRKCZ
CL:0000155	PRKCZ
CL:0000128	PRKCZ
CL:0000128	PRKCZ
CL:0000066	ZNF302
CL:0000814	ZNF302
CL:0000115	ANIB12
CL:0000115	ANIB12
CL:0000037	ANIB12
CL:0000115	ANIB12
CL:0000767	ACSS2
CL:0000182	ACSS2
CL:0000160	ACSS2
CL:0000814	KMT2E
CL:0000097	KMT2E
CL:0000034	KMT2E
CL:0000034	KMT2E
CL:0000145	RNF114
CL:0000586	RNF114
CL:0000814	RNF114
CL:0000038	CMAS
CL:0000216	CMAS
CL:0000814	PRKDC
CL:0000576	APOBR
CL:0000814	APOBR
CL:0000814	ERBIN
CL:0000814	LANCL2
CL:0000216	NXT2
CL:0000121	PRKG1
CL:0011025	RCC2
CL:0000066	INKA2
CL:0000066	PRKG2
CL:0000066	APOM
CL:0000182	APOM
CL:0000236	APOM
CL:0000814	MAPK1
CL:0000097	MAPK1
CL:0000034	MAPK1
CL:0000814	MAPK3
CL:0000814	ZMAT5
CL:0000784	SULF2
CL:0000178	SULF2
CL:0000115	SULF2
CL:0000576	SULF2
CL:0000057	SEPTIN3
CL:0000700	AJAP1
CL:0000586	NDUFA12
CL:0000499	NDUFA12
CL:0005010	NDUFA12
CL:0000746	NDUFA12
CL:0000540	NDUFA12
CL:0000584	NDUFA12
CL:0000814	NDUFA12
CL:0000815	NDUFA12
CL:0000586	NSFL1C
CL:0000814	C20ORF24
CL:0000815	C20ORF24
CL:0000576	C20ORF24
CL:0000586	BCAP29
CL:0000127	BCAP29
CL:0000066	SLC50A1
CL:0000814	SLC50A1
CL:0000115	KLHL7
CL:0000814	MAPK8
CL:0000018	D11S4365
CL:0000066	NXF2
CL:0000163	MYDGF
CL:0000499	MYDGF
CL:0000160	MYDGF
CL:0000786	MYDGF
CL:0000236	MYDGF
CL:0000057	MYDGF
CL:0000814	MYDGF
CL:0000066	MYDGF
CL:0000178	SMG9
CL:0000066	MAPK10
CL:0011025	MAPK13
CL:0000814	MAPK13
CL:0000814	MAP2K1
CL:0000814	MAP2K2
CL:0000066	ALG1
CL:0000814	ALG1
CL:0011025	MAP2K3
CL:0000815	MAP2K3
CL:0000763	MAP2K3
CL:0000814	MAP2K3
CL:0000815	MAP2K3
CL:0000576	MAP2K3
CL:0000067	TMEM234
CL:0011025	TMEM234
CL:0000814	MAP2K5
CL:0000223	MAP2K6
CL:0000784	MAP2K6
CL:0000814	MAP2K7
CL:0000814	EIF2AK2
CL:0000023	DNAJC3
CL:0000814	DNAJC3
CL:0000576	PCDHGA5
CL:0000814	THAP12
CL:0000814	PRKX
CL:0000542	PRKX
CL:0000066	PRKX
CL:0000586	TEX15
CL:0000586	TEX11
CL:0000084	NDNL2
CL:0000814	NDNL2
CL:0000586	STK31
CL:0000586	TDRD1
CL:2000002	PRL
CL:2000002	PRL
CL:0000216	ANKH
CL:0000235	ANKH
CL:0000814	ANKH
CL:0002327	PRLR
CL:0000178	PRLR
CL:0000175	PRLR
CL:0002258	PRLR
CL:0000216	PRLR
CL:0000038	MOSPD1
CL:0000017	PRM1
CL:0000586	PRM1
CL:0000586	PRM2
CL:0000017	PRM2
CL:0000066	LMOD3
CL:0000814	LMOD3
CL:0000814	FAM214A
CL:0000815	PRNP
CL:0000097	PRNP
CL:0000138	PRNP
CL:0000235	PRNP
CL:0000499	PRNP
CL:0000115	PRNP
CL:0000127	PRNP
CL:0000066	PRNP
CL:0000216	PRNP
CL:0000192	PRNP
CL:0007011	PRNP
CL:0000037	PRNP
CL:0007011	PRNP
CL:0000940	PRNP
CL:0000646	PRNP
CL:0000057	PRNP
CL:0000815	PRNP
CL:0007011	PRNP
CL:0000128	PRNP
CL:0000540	PRNP
CL:0007011	PRNP
CL:0000134	SUSD2
CL:0000134	SUSD2
CL:0000158	SUSD2
CL:0000134	SUSD2
CL:0000057	SUSD2
CL:0000352	SUSD2
CL:0000134	SUSD2
CL:0000034	SUSD2
CL:0000499	KIAA1217
CL:0000066	C21ORF62
CL:0000584	C21ORF62
CL:0000127	PRODH
CL:0000066	cldn2
CL:0000814	CRTAM
CL:0000901	CRTAM
CL:0000910	CRTAM
CL:0000814	TMX4
CL:0001064	TMX4
CL:0000216	TMX4
CL:0000066	CTNNBL1
CL:0000814	CTNNBL1
CL:0000097	CTNNBL1
CL:0000066	C8ORF44
CL:0000160	C8ORF44
CL:0000576	GPCPD1
CL:0000814	GPCPD1
CL:0000115	GPCPD1
CL:0000127	LRRC8A
CL:0000127	LRRC8A
CL:0000646	LRRC8A
CL:0000127	LRRC8A
CL:0000136	CPXM1
CL:0000057	CPXM1
CL:0000223	PROS1
CL:0000066	WDR45B
CL:0000127	BEX4
CL:0000502	BEX4
CL:0000784	BEX4
CL:0000814	BEX4
CL:0007011	BEX4
CL:0000216	BEX4
CL:0000540	BEX4
CL:0000163	BEX4
CL:0002179	GKN1
CL:0002179	GKN1
CL:0000160	GKN1
CL:0000163	AZGP1
CL:0002204	AZGP1
CL:0000182	AZGP1
CL:0000165	AZGP1
CL:0000079	AZGP1
CL:0000138	AZGP1
CL:0000160	AZGP1
CL:0000622	AZGP1
CL:0000136	AZGP1
CL:0000155	AZGP1
CL:0000034	AZGP1
CL:0000540	PRPH
CL:0007005	PRPH
CL:0000540	PRPH
CL:0000210	PRPH
CL:0000540	PRPH
CL:0000576	IL1F9
CL:0002038	SLC7A10
CL:0000127	SLC7A10
CL:0000092	TRPV5
CL:0005009	TRPV5
CL:0000814	PRPS1
CL:0000064	PRPS1
CL:0000216	ANKRD7
CL:0000216	PRPS2
CL:0002248	PRMT8
CL:0000814	PPAN
CL:0000210	CABP5
CL:0000814	PRPSAP1
CL:0000216	PRPSAP1
CL:0000814	PRPSAP2
CL:0000586	PRPSAP2
CL:0000171	PRRG2
CL:1000398	LGMN
CL:0000784	LGMN
CL:0000763	LGMN
CL:0000235	LGMN
CL:0000169	LGMN
CL:0000235	LGMN
CL:0000235	LGMN
CL:0000236	LGMN
CL:0000235	LGMN
CL:0000235	LGMN
CL:0000066	LGMN
CL:0000510	LGMN
CL:0000235	LGMN
CL:0000499	LGMN
CL:0000129	LGMN
CL:1000491	BLT2
CL:1000492	BLT2
CL:1000493	BLT2
CL:0000622	PRSS1
CL:0000622	PRSS1
CL:0000542	PRSS1
CL:0000622	PRSS1
CL:0000622	PRSS1
CL:0000622	PRSS1
CL:0000622	PRSS1
CL:0000510	PRSS1
CL:0000622	PRSS1
CL:0000622	PRSS1
CL:0000622	PRSS1
CL:0000622	PRSS2
CL:0000622	PRSS2
CL:0000622	PRSS2
CL:0000622	PRSS2
CL:0000584	PRSS2
CL:0000066	PRSS3
CL:0000584	PRSS3
CL:0000622	PRSS3
CL:0000622	PRSS3
CL:0000584	PRSS3
CL:0000160	PRSS3
CL:0000192	RPRM
CL:0000115	RPRM
CL:0000079	CCL28
CL:0000814	KCNQ5
CL:0000099	KCNQ5
CL:0000127	MASP1
CL:0000057	MASP1
CL:0000099	RELN
CL:0000540	RELN
CL:0000540	RELN
CL:0000099	RELN
CL:0000540	RELN
CL:0002138	RELN
CL:0000622	RELN
CL:0000632	RELN
CL:0000115	RELN
CL:0000584	TMPRSS15
CL:0000155	PRSS8
CL:0000079	PRSS8
CL:0000160	PRSS8
CL:0000066	PRSS8
CL:0002217	PRSS8
CL:0000163	DNAJC12
CL:0000502	DNAJC12
CL:0000128	KLK6
CL:0000128	KLK6
CL:0001064	KLK6
CL:0000128	KLK6
CL:0000235	KLK6
CL:0000129	HTRA1
CL:0000127	HTRA1
CL:0000127	HTRA1
CL:0000499	HTRA1
CL:0000128	HTRA1
CL:0000057	HTRA1
CL:0000127	HTRA1
CL:0000077	HTRA1
CL:0000501	HTRA1
CL:0007011	HTRA1
CL:0000235	HTRA1
CL:0000451	CHST7
CL:0000158	KLK10
CL:0000077	KLK10
CL:0000158	KLK10
CL:0000066	KLK10
CL:0000115	KLK10
CL:0000775	PRTN3
CL:0000557	PRTN3
CL:0000557	PRTN3
CL:0000775	PRTN3
CL:0000576	PRTN3
CL:0000834	AZU1
CL:0000094	AZU1
CL:0000775	AZU1
CL:0000775	AZU1
CL:0000775	AZU1
CL:0000576	PSAP
CL:0000576	PSAP
CL:0000235	PSAP
CL:0007011	PSAP
CL:0000814	PSAP
CL:0000066	PSAP
CL:0000576	PSAP
CL:0000235	PSAP
CL:0000127	PSAP
CL:0000127	PSAP
CL:0007011	PSAP
CL:0002453	PSAP
CL:0000451	PSAP
CL:0000077	PSAP
CL:0007011	PSAP
CL:0000576	PSAP
CL:0000057	PSAP
CL:0000775	PSAP
CL:0000129	PSAP
CL:0000815	PSAP
CL:0000499	PSAP
CL:0000057	CYP26B1
CL:0000178	CYP26B1
CL:0000502	ERO1B
CL:0000784	ERO1B
CL:0000163	ERO1B
CL:0000155	ERO1B
CL:0000236	ERO1B
CL:0000814	ERO1B
CL:0000169	ERO1B
CL:0000235	SLC2A9
CL:0005009	SLC2A9
CL:0000786	DIABLO
CL:0000814	DIABLO
CL:0007011	PSEN1
CL:0000066	PSEN1
CL:0000576	PSEN1
CL:0000815	PSEN1
CL:0000057	PSEN2
CL:0005006	PSEN2
CL:0000670	BCCIP
CL:0000066	BCCIP
CL:0000586	BCCIP
CL:0000814	EIF5A2
CL:0000066	TMPRSS4
CL:0000128	CLDND1
CL:0000814	CLDND1
CL:0000066	CLDND1
CL:0000066	CLDND1
CL:0000815	CLDND1
CL:0000115	NPDC1
CL:0000499	NPDC1
CL:0000584	NPDC1
CL:0000115	NPDC1
CL:0000163	NPDC1
CL:0000586	POLE4
CL:0000576	POLE4
CL:0000814	POLE4
CL:0000814	TRIM39
CL:0000066	VTRNA1-3
CL:0000235	VTRNA1-1
CL:0000051	PANX2
CL:0000066	MUC13
CL:0000160	MUC13
CL:0000066	MUC13
CL:0000584	MUC13
CL:0000066	MUC13
CL:0002563	MUC13
CL:0000584	MUC13
CL:0000557	SUCNR1
CL:0002204	SUCNR1
CL:0005006	AKIP1
CL:0000815	AKIP1
CL:0000067	C11ORF16
CL:0000814	TMEM9B
CL:0000576	NRIP3
CL:0005006	NRIP3
CL:0000121	NRIP3
CL:0000099	NRIP3
CL:0005006	ASCL3
CL:0005006	ASCL3
CL:0005006	ASCL3
CL:0005006	ASCL3
CL:0005006	ASCL3
CL:0005006	ASCL3
CL:0000814	SAR1A
CL:0000814	CFAP298
CL:0000064	CFAP298
CL:0000057	PSG1
CL:0000077	B2M
CL:0000235	B2M
CL:0000057	B2M
CL:0000084	B2M
CL:0000079	B2M
CL:0000786	B2M
CL:0000127	B2M
CL:0011025	B2M
CL:0000586	B2M
CL:0000127	B2M
CL:0000129	B2M
CL:0000129	B2M
CL:0000540	B2M
CL:0000024	B2M
CL:0000814	B2M
CL:0000763	B2M
CL:0007011	B2M
CL:0000145	B2M
CL:0000115	B2M
CL:0000066	B2M
CL:0000163	B2M
CL:0000451	B2M
CL:0000236	B2M
CL:0000134	B2M
CL:0000192	B2M
CL:0002453	B2M
CL:0000788	PSG2
CL:0000057	PSG4
CL:0000235	RETN
CL:0001054	RETN
CL:0000775	RETN
CL:0001054	RETN
CL:0001054	RETN
CL:0000576	RETN
CL:0000136	RETN
CL:0000814	SLC2A4RG
CL:0000814	PSMA1
CL:0000360	PSMA1
CL:0000542	ZC3HAV1
CL:0000084	ZC3HAV1
CL:0000814	ZC3HAV1
CL:0000814	PSMA2
CL:0000023	PSMA2
CL:0000815	PSMA2
CL:0000746	PSMA2
CL:0002322	PSMA2
CL:0000586	PSMA2
